,case_type,age,sex,race,is_poor,bond,bond_type,prior_F,prior_M,gini,released,sentence_type,sentence,bond_NA,held_wo_bail,sentence_NA
3140,M,28.0,M,W,1.0,500.0,3,0.0,1.0,0.46,1.0,4.0,0.0,False,False,True
3141,S,20.0,M,B,1.0,,1,0.0,2.0,0.46,1.0,1.0,0.328542094455852,True,True,False
3142,F,24.0,F,B,1.0,2000.0,3,0.0,0.0,0.46,1.0,1.0,6.0,False,False,False
3143,S,26.0,M,B,1.0,,1,0.0,10.0,0.46,0.0,1.0,0.328542094455852,True,True,False
3144,F,21.0,F,B,1.0,,1,0.0,1.0,0.46,0.0,1.0,12.0,True,True,False
3145,M,23.0,F,B,0.0,0.0,4,0.0,1.0,0.46,1.0,0.0,0.0,False,False,False
3146,F,48.0,M,W,0.0,4000.0,3,0.0,2.0,0.46,1.0,1.0,5.95277207392197,False,False,False
3147,M,35.0,F,W,1.0,2000.0,3,0.0,5.0,0.46,1.0,1.0,12.0,False,False,False
3148,M,62.0,M,B,1.0,,1,7.0,10.0,0.46,0.0,1.0,12.0,True,True,False
3149,M,43.0,M,B,0.0,,1,0.0,2.0,0.46,1.0,4.0,0.0,True,True,True
3150,S,30.0,M,B,1.0,,1,0.0,5.0,0.46,0.0,0.0,0.0,True,True,False
3151,S,23.0,M,W,0.0,2500.0,3,0.0,0.0,0.46,1.0,4.0,0.0,False,False,True
3152,F,42.0,M,B,1.0,,1,0.0,0.0,0.46,0.0,2.0,180.0,True,True,False
3153,M,25.0,M,W,1.0,,1,2.0,6.0,0.46,1.0,1.0,12.0,True,True,False
3154,F,28.0,M,B,1.0,,1,0.0,7.0,0.46,1.0,1.0,12.0,True,True,False
3155,F,27.0,M,B,1.0,2000.0,2,3.0,0.0,0.46,1.0,4.0,0.0,False,False,True
3156,M,59.0,M,B,1.0,1500.0,2,0.0,1.0,0.46,1.0,0.0,6.0,False,False,False
3157,F,37.0,M,B,0.0,,1,7.0,5.0,0.46,0.0,4.0,0.0,True,True,True
3158,F,38.0,F,B,1.0,,1,8.0,13.0,0.46,0.0,4.0,0.0,True,True,True
3159,F,26.0,M,B,1.0,,1,5.0,4.0,0.46,0.0,1.0,12.3285420944559,True,True,False
3160,M,33.0,M,W,1.0,7500.0,3,0.0,0.0,0.45,1.0,0.0,12.0,False,False,False
3161,M,37.0,M,W,0.0,1000.0,2,0.0,0.0,0.38,1.0,0.0,0.0,False,False,False
3162,M,40.0,F,W,0.0,0.0,4,0.0,2.0,0.48,1.0,0.0,0.0,False,False,False
3163,F,40.0,M,B,1.0,1500.0,2,0.0,0.0,0.48,1.0,0.0,60.0,False,False,False
3164,M,26.0,F,W,1.0,1000.0,2,0.0,0.0,0.48,1.0,4.0,0.0,False,False,True
3165,M,44.0,M,W,1.0,5000.0,2,0.0,0.0,0.48,1.0,4.0,0.0,False,False,True
3166,M,43.0,M,W,0.0,0.0,4,0.0,2.0,0.38,1.0,0.0,0.0,False,False,False
3167,F,22.0,M,W,0.0,,1,0.0,6.0,0.38,0.0,2.0,48.9856262833676,True,True,False
3168,F,52.0,M,W,1.0,,1,3.0,1.0,0.38,0.0,0.0,24.0,True,True,False
3169,M,29.0,F,W,1.0,2500.0,3,5.0,5.0,0.38,1.0,0.0,3.0,False,False,False
3170,F,22.0,M,B,1.0,2500.0,2,0.0,3.0,0.38,1.0,1.0,12.0,False,False,False
3171,S,25.0,F,W,1.0,5000.0,3,0.0,1.0,0.45,1.0,4.0,0.0,False,False,True
3172,M,25.0,F,W,1.0,,1,0.0,5.0,0.45,1.0,1.0,3.0,True,True,False
3173,F,39.0,M,W,0.0,1000.0,3,0.0,0.0,0.4,1.0,0.0,12.0,False,False,False
3174,S,24.0,M,B,1.0,1500.0,2,0.0,0.0,0.4,0.0,4.0,0.0,False,False,True
3175,M,72.0,M,W,0.0,2000.0,2,0.0,0.0,0.46,1.0,0.0,12.0,False,False,False
3176,S,41.0,M,B,1.0,1500.0,2,9.0,6.0,0.46,1.0,0.0,0.0,False,False,False
3177,F,40.0,M,A,1.0,,1,0.0,0.0,0.46,1.0,1.0,240.985626283368,True,True,False
3178,F,28.0,F,W,1.0,2500.0,2,3.0,3.0,0.5,1.0,4.0,0.0,False,False,True
3179,F,34.0,M,W,1.0,2500.0,2,0.0,11.0,0.5,1.0,1.0,12.0,False,False,False
3180,M,25.0,M,W,1.0,1000.0,3,0.0,0.0,0.5,1.0,1.0,0.328542094455852,False,False,False
3181,F,20.0,M,W,0.0,5000.0,3,0.0,0.0,0.5,1.0,0.0,12.0,False,False,False
3182,F,51.0,M,W,1.0,1000.0,2,2.0,5.0,0.5,1.0,1.0,48.0,False,False,False
3183,F,24.0,M,W,1.0,2500.0,2,0.0,1.0,0.5,1.0,4.0,0.0,False,False,True
3184,M,25.0,F,W,1.0,2500.0,2,0.0,0.0,0.5,1.0,4.0,0.0,False,False,True
3185,F,23.0,M,W,1.0,,1,0.0,0.0,0.47,0.0,2.0,180.0,True,True,False
3186,F,23.0,M,W,1.0,,1,6.0,6.0,0.39,1.0,2.0,60.0,True,True,False
3187,M,34.0,F,B,1.0,5000.0,3,0.0,3.0,0.39,1.0,1.0,3.0,False,False,False
3188,M,51.0,F,W,1.0,,1,0.0,35.0,0.39,0.0,1.0,12.0,True,True,False
3189,M,23.0,M,W,0.0,3500.0,3,0.0,1.0,0.39,1.0,4.0,0.0,False,False,True
3190,F,38.0,F,W,1.0,5000.0,3,0.0,0.0,0.43,1.0,0.0,3.0,False,False,False
3191,M,46.0,F,W,0.0,,1,0.0,4.0,0.44,0.0,1.0,0.985626283367556,True,True,False
3192,M,31.0,M,W,1.0,2500.0,2,0.0,17.0,0.43,1.0,1.0,6.0,False,False,False
3193,M,22.0,M,W,,2500.0,3,0.0,1.0,0.43,1.0,4.0,0.0,False,False,True
3194,M,26.0,F,W,1.0,500.0,3,0.0,1.0,0.37,1.0,0.0,12.0,False,False,False
3195,F,31.0,M,W,1.0,,1,1.0,3.0,0.45,0.0,2.0,180.0,True,True,False
3196,F,21.0,F,B,1.0,5000.0,3,0.0,0.0,0.45,1.0,0.0,12.0,False,False,False
3197,F,38.0,F,W,1.0,,1,0.0,1.0,0.38,1.0,1.0,6.0,True,True,False
3198,F,64.0,M,W,1.0,,1,1.0,0.0,0.38,0.0,1.0,12.0,True,True,False
3199,F,40.0,M,B,1.0,20000.0,3,4.0,5.0,0.38,1.0,0.0,0.0,False,False,False
3200,S,20.0,M,B,0.0,2000.0,3,0.0,1.0,0.38,1.0,4.0,0.0,False,False,True
3201,F,26.0,M,W,0.0,5000.0,3,0.0,0.0,0.38,1.0,1.0,12.0,False,False,False
3202,M,31.0,M,A,0.0,0.0,4,0.0,0.0,0.38,1.0,0.0,0.0,False,False,False
3203,M,34.0,M,B,1.0,,1,1.0,10.0,0.38,1.0,1.0,0.328542094455852,True,True,False
3204,M,28.0,M,B,0.0,0.0,4,0.0,0.0,0.38,1.0,0.0,0.0,False,False,False
3205,F,29.0,F,W,0.0,5000.0,3,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
3206,F,36.0,M,B,0.0,3500.0,2,1.0,4.0,0.38,1.0,0.0,36.0,False,False,False
3207,F,22.0,M,B,0.0,5000.0,3,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
3208,F,35.0,M,W,1.0,,1,6.0,0.0,0.38,0.0,1.0,2.0,True,True,False
3209,S,46.0,F,W,1.0,1000.0,2,0.0,0.0,0.38,0.0,4.0,0.0,False,False,True
3210,F,18.0,M,W,0.0,2500.0,3,0.0,0.0,0.38,1.0,1.0,2.0,False,False,False
3211,F,48.0,F,W,0.0,5000.0,3,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
3212,F,30.0,M,W,0.0,,1,1.0,3.0,0.38,1.0,4.0,0.0,True,True,True
3213,M,20.0,M,W,0.0,2500.0,3,0.0,5.0,0.38,1.0,0.0,0.985626283367556,False,False,False
3214,M,26.0,F,W,0.0,1000.0,3,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
3215,S,28.0,F,W,1.0,,1,4.0,16.0,0.38,0.0,0.0,0.0,True,True,False
3216,M,20.0,M,W,0.0,0.0,4,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
3217,M,33.0,F,W,1.0,2500.0,3,0.0,2.0,0.38,1.0,4.0,0.0,False,False,True
3218,S,31.0,F,B,1.0,,1,0.0,0.0,0.38,1.0,0.0,0.328542094455852,True,True,False
3219,M,37.0,F,W,0.0,1500.0,3,0.0,0.0,0.38,1.0,0.0,0.0,False,False,False
3220,M,53.0,M,B,0.0,0.0,4,1.0,4.0,0.38,1.0,0.0,0.0,False,False,False
3221,M,30.0,M,W,0.0,0.0,4,0.0,8.0,0.43,1.0,0.0,0.0,False,False,False
3222,M,29.0,F,B,0.0,0.0,4,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
3223,F,37.0,M,W,1.0,2500.0,2,0.0,0.0,0.43,1.0,0.0,2.95687885010267,False,False,False
3224,M,22.0,F,W,1.0,1000.0,2,0.0,4.0,0.43,0.0,4.0,0.0,False,False,True
3225,F,30.0,M,W,1.0,2000.0,2,0.0,13.0,0.43,0.0,4.0,0.0,False,False,True
3226,F,36.0,F,W,1.0,,1,6.0,18.0,0.43,1.0,0.0,12.0,True,True,False
3227,M,33.0,F,W,0.0,0.0,4,0.0,1.0,0.43,1.0,4.0,0.0,False,False,True
3228,M,69.0,M,W,0.0,0.0,4,0.0,0.0,0.47,1.0,1.0,2.0,False,False,False
3229,S,27.0,M,B,1.0,,1,2.0,11.0,0.47,0.0,1.0,0.328542094455852,True,True,False
3230,S,23.0,M,,0.0,,1,0.0,0.0,0.42,0.0,4.0,0.0,True,True,True
3231,F,39.0,F,W,0.0,2500.0,3,2.0,1.0,0.42,1.0,0.0,0.0,False,False,False
3232,S,22.0,M,W,0.0,1000.0,3,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
3233,S,44.0,M,W,1.0,1000.0,3,0.0,7.0,0.42,1.0,0.0,0.0,False,False,False
3234,M,20.0,M,W,0.0,,1,0.0,2.0,0.42,0.0,2.0,36.0,True,True,False
3235,M,63.0,M,W,0.0,0.0,4,0.0,0.0,0.44,1.0,4.0,0.0,False,False,True
3236,S,25.0,M,W,1.0,,1,3.0,6.0,0.44,0.0,1.0,0.328542094455852,True,True,False
3237,F,31.0,M,W,1.0,3000.0,2,0.0,2.0,0.44,1.0,4.0,0.0,False,False,True
3238,F,24.0,F,W,1.0,2500.0,2,0.0,0.0,0.44,1.0,1.0,48.0,False,False,False
3239,S,30.0,F,W,,,1,0.0,0.0,0.44,0.0,4.0,0.0,True,True,True
3240,F,46.0,M,W,0.0,2000.0,2,0.0,0.0,0.44,0.0,4.0,0.0,False,False,True
3241,M,60.0,M,W,1.0,2000.0,3,0.0,2.0,0.44,1.0,4.0,0.0,False,False,True
3242,F,27.0,F,W,1.0,1000.0,3,1.0,3.0,0.41,1.0,4.0,0.0,False,False,True
3243,M,27.0,M,W,0.0,2000.0,2,0.0,1.0,0.46,1.0,4.0,0.0,False,False,True
3244,F,43.0,M,W,1.0,,1,0.0,2.0,0.46,0.0,1.0,48.0,True,True,False
3245,S,31.0,F,W,1.0,,1,8.0,4.0,0.46,0.0,0.0,2.6570841889117,True,True,False
3246,F,34.0,M,W,1.0,,1,5.0,0.0,0.46,0.0,2.0,540.0,True,True,False
3247,F,34.0,M,W,0.0,4500.0,3,0.0,0.0,0.46,1.0,1.0,24.0,False,False,False
3248,F,49.0,M,B,1.0,,1,13.0,3.0,0.42,0.0,2.0,120.0,True,True,False
3249,M,52.0,M,W,0.0,1000.0,3,0.0,2.0,0.39,1.0,4.0,0.0,False,False,True
3250,F,35.0,M,B,0.0,1500.0,2,2.0,2.0,0.39,0.0,4.0,0.0,False,False,True
3251,M,19.0,M,W,,1500.0,3,0.0,0.0,0.39,1.0,4.0,0.0,False,False,True
3252,M,48.0,M,W,0.0,1500.0,3,0.0,0.0,0.39,1.0,1.0,3.0,False,False,False
3253,M,24.0,F,W,0.0,2000.0,3,3.0,5.0,0.39,1.0,4.0,0.0,False,False,True
3254,F,51.0,M,W,1.0,2500.0,2,1.0,10.0,0.39,1.0,1.0,36.0,False,False,False
3255,F,25.0,M,W,1.0,10000.0,2,0.0,3.0,0.37,1.0,1.0,12.0,False,False,False
3256,M,43.0,M,W,1.0,,1,1.0,5.0,0.37,0.0,1.0,4.0,True,True,False
3257,M,24.0,M,W,0.0,,1,0.0,2.0,0.37,0.0,1.0,2.97125256673511,True,True,False
3258,S,24.0,F,W,1.0,,1,2.0,1.0,0.37,1.0,4.0,0.0,True,True,True
3259,M,29.0,M,B,1.0,1000.0,3,1.0,7.0,0.37,1.0,1.0,60.0,False,False,False
3260,F,42.0,M,W,0.0,,1,24.0,12.0,0.37,0.0,1.0,0.985626283367556,True,True,False
3261,M,44.0,M,W,1.0,1000.0,3,0.0,1.0,0.37,1.0,0.0,3.0,False,False,False
3262,M,19.0,F,W,0.0,,1,0.0,1.0,0.37,1.0,1.0,18.0,True,True,False
3263,F,23.0,M,B,1.0,,1,1.0,1.0,0.37,0.0,2.0,18.0,True,True,False
3264,M,52.0,M,W,0.0,,1,0.0,4.0,0.37,0.0,1.0,24.0,True,True,False
3265,F,30.0,F,W,0.0,,1,0.0,0.0,0.37,0.0,1.0,3.0,True,True,False
3266,M,25.0,M,W,1.0,1000.0,3,0.0,4.0,0.37,1.0,1.0,12.1642710472279,False,False,False
3267,F,18.0,M,W,1.0,3500.0,2,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
3268,M,36.0,F,B,1.0,5000.0,2,2.0,1.0,0.42,1.0,1.0,6.32854209445585,False,False,False
3269,F,32.0,M,W,1.0,1500.0,2,2.0,1.0,0.49,1.0,4.0,0.0,False,False,True
3270,F,43.0,F,W,0.0,3500.0,3,0.0,0.0,0.49,1.0,0.0,9.0,False,False,False
3271,F,35.0,M,W,1.0,,1,15.0,1.0,0.49,0.0,0.0,23.6632443531828,True,True,False
3272,M,23.0,M,W,1.0,1500.0,2,0.0,1.0,0.49,1.0,0.0,3.0,False,False,False
3273,F,49.0,F,W,1.0,1500.0,2,1.0,0.0,0.49,1.0,0.0,12.0,False,False,False
3274,F,18.0,F,W,1.0,5000.0,3,0.0,0.0,0.4,1.0,4.0,0.0,False,False,True
3275,M,43.0,M,W,0.0,2500.0,3,18.0,4.0,0.4,1.0,0.0,2.0,False,False,False
3276,F,65.0,M,W,0.0,,1,1.0,3.0,0.4,1.0,0.0,12.0,True,True,False
3277,F,29.0,M,B,1.0,,1,0.0,0.0,0.4,0.0,2.0,60.0,True,True,False
3278,M,19.0,F,W,0.0,,1,0.0,0.0,0.45,0.0,0.0,0.0,True,True,False
3279,M,43.0,M,W,1.0,2500.0,3,0.0,2.0,0.45,1.0,1.0,6.0,False,False,False
3280,F,49.0,M,W,0.0,,1,0.0,0.0,0.45,0.0,2.0,540.0,True,True,False
3281,F,40.0,F,W,0.0,,1,0.0,0.0,0.45,0.0,0.0,120.0,True,True,False
3282,M,31.0,F,W,0.0,0.0,4,0.0,0.0,0.48,1.0,4.0,0.0,False,False,True
3283,F,32.0,M,W,1.0,,1,0.0,2.0,0.48,1.0,4.0,0.0,True,True,True
3284,M,32.0,M,B,0.0,5000.0,3,1.0,0.0,0.48,1.0,4.0,0.0,False,False,True
3285,M,28.0,M,W,0.0,0.0,4,1.0,3.0,0.48,1.0,0.0,0.0,False,False,False
3286,F,44.0,M,W,1.0,,1,15.0,11.0,0.48,0.0,2.0,60.0,True,True,False
3287,M,37.0,F,W,1.0,,1,2.0,5.0,0.48,0.0,1.0,0.328542094455852,True,True,False
3288,M,25.0,M,B,1.0,1000.0,2,0.0,1.0,0.45,1.0,0.0,0.0,False,False,False
3289,S,32.0,M,W,1.0,1000.0,3,0.0,5.0,0.45,1.0,4.0,0.0,False,False,True
3290,M,41.0,M,W,0.0,0.0,4,0.0,0.0,0.45,1.0,4.0,0.0,False,False,True
3291,M,53.0,F,W,1.0,2250.0,2,0.0,0.0,0.38,1.0,0.0,3.0,False,False,False
3292,S,25.0,F,W,1.0,,1,0.0,4.0,0.38,0.0,1.0,0.0657084188911704,True,True,False
3293,M,22.0,M,W,0.0,2000.0,3,0.0,0.0,0.38,1.0,0.0,3.0,False,False,False
3294,M,26.0,M,B,0.0,1000.0,3,0.0,4.0,0.38,1.0,1.0,12.0,False,False,False
3295,M,25.0,F,B,1.0,1500.0,3,0.0,0.0,0.44,1.0,4.0,0.0,False,False,True
3296,M,20.0,M,B,1.0,,1,1.0,3.0,0.44,1.0,4.0,0.0,True,True,True
3297,M,29.0,M,W,1.0,,1,0.0,0.0,0.44,0.0,1.0,0.164271047227926,True,True,False
3298,M,44.0,M,B,1.0,2000.0,2,0.0,0.0,0.44,1.0,4.0,0.0,False,False,True
3299,M,21.0,F,B,0.0,1500.0,3,0.0,1.0,0.44,1.0,4.0,0.0,False,False,True
3300,M,21.0,M,B,,,1,0.0,6.0,0.44,0.0,,,True,True,True
3301,M,28.0,M,B,1.0,1000.0,2,8.0,2.0,0.44,1.0,4.0,0.0,False,False,True
3302,S,50.0,M,W,0.0,2500.0,3,2.0,4.0,0.45,1.0,1.0,0.328542094455852,False,False,False
3303,M,30.0,F,W,1.0,2500.0,3,0.0,1.0,0.45,1.0,4.0,0.0,False,False,True
3304,F,38.0,M,W,1.0,,1,4.0,4.0,0.45,1.0,4.0,0.0,True,True,True
3305,S,41.0,M,W,0.0,,1,3.0,0.0,0.45,0.0,4.0,0.0,True,True,True
3306,F,63.0,M,B,1.0,,1,2.0,6.0,0.45,0.0,1.0,24.0,True,True,False
3307,F,52.0,M,B,1.0,,1,7.0,4.0,0.52,1.0,4.0,0.0,True,True,True
3308,F,22.0,M,B,1.0,,1,2.0,0.0,0.52,1.0,1.0,84.0,True,True,False
3309,S,37.0,F,W,1.0,,1,0.0,9.0,0.52,0.0,4.0,0.0,True,True,True
3310,S,49.0,M,B,1.0,,1,4.0,15.0,0.52,1.0,0.0,0.328542094455852,True,True,False
3311,F,32.0,M,B,1.0,,1,4.0,3.0,0.52,0.0,0.0,0.328542094455852,True,True,False
3312,M,71.0,M,B,0.0,0.0,4,0.0,7.0,0.52,1.0,0.0,0.0,False,False,False
3313,M,35.0,M,W,0.0,0.0,4,2.0,2.0,0.41,1.0,0.0,0.0,False,False,False
3314,F,47.0,M,W,1.0,2500.0,2,3.0,3.0,0.41,1.0,0.0,60.0,False,False,False
3315,F,19.0,M,W,1.0,,1,1.0,3.0,0.41,0.0,1.0,96.0,True,True,False
3316,F,26.0,M,B,1.0,,1,0.0,13.0,0.41,0.0,4.0,0.0,True,True,True
3317,F,21.0,M,B,0.0,3000.0,3,0.0,0.0,0.41,1.0,1.0,3.0,False,False,False
3318,F,39.0,M,B,0.0,,1,2.0,5.0,0.41,0.0,1.0,133.657084188912,True,True,False
3319,S,26.0,M,W,0.0,,1,0.0,1.0,0.41,0.0,4.0,0.0,True,True,True
3320,F,26.0,F,W,0.0,3500.0,2,0.0,1.0,0.41,1.0,1.0,12.1642710472279,False,False,False
3321,S,19.0,F,B,1.0,,1,1.0,1.0,0.41,0.0,4.0,0.0,True,True,True
3322,M,21.0,F,W,1.0,1000.0,3,0.0,0.0,0.41,1.0,4.0,0.0,False,False,True
3323,F,35.0,F,B,1.0,4000.0,2,3.0,3.0,0.41,1.0,4.0,0.0,False,False,True
3324,F,37.0,M,W,0.0,,1,6.0,7.0,0.41,0.0,2.0,24.0,True,True,False
3325,M,27.0,F,B,1.0,1000.0,3,0.0,1.0,0.43,1.0,0.0,12.1642710472279,False,False,False
3326,S,42.0,F,W,0.0,,1,1.0,5.0,0.48,0.0,4.0,0.0,True,True,True
3327,F,34.0,F,W,1.0,2000.0,2,1.0,0.0,0.48,1.0,1.0,48.0,False,False,False
3328,M,46.0,M,B,1.0,,1,4.0,6.0,0.48,0.0,4.0,0.0,True,True,True
3329,F,34.0,M,W,1.0,,1,19.0,11.0,0.48,1.0,2.0,60.0,True,True,False
3330,M,18.0,M,B,1.0,1500.0,2,0.0,0.0,0.51,1.0,4.0,0.0,False,False,True
3331,M,33.0,M,B,0.0,1000.0,2,0.0,2.0,0.46,1.0,4.0,0.0,False,False,True
3332,M,22.0,F,B,1.0,1000.0,2,0.0,1.0,0.46,1.0,4.0,0.0,False,False,True
3333,F,40.0,M,W,0.0,1500.0,3,0.0,0.0,0.47,1.0,4.0,0.0,False,False,True
3334,F,23.0,M,W,0.0,10000.0,2,0.0,0.0,0.47,1.0,1.0,5.0,False,False,False
3335,S,22.0,F,B,1.0,1500.0,3,0.0,1.0,0.47,1.0,0.0,0.164271047227926,False,False,False
3336,F,52.0,F,B,1.0,1500.0,2,0.0,2.0,0.47,1.0,0.0,3.0,False,False,False
3337,M,60.0,M,W,0.0,,1,1.0,2.0,0.47,1.0,1.0,1.97125256673511,True,True,False
3338,M,30.0,F,W,0.0,0.0,5,0.0,0.0,0.43,1.0,0.0,0.985626283367556,False,False,False
3339,M,28.0,M,W,0.0,1000.0,3,0.0,1.0,0.43,1.0,4.0,0.0,False,False,True
3340,M,28.0,M,B,0.0,2500.0,3,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
3341,F,22.0,M,W,1.0,1500.0,2,0.0,6.0,0.43,0.0,4.0,0.0,False,False,True
3342,F,24.0,M,W,1.0,2500.0,2,10.0,13.0,0.43,1.0,4.0,0.0,False,False,True
3343,M,32.0,M,B,,2500.0,2,2.0,8.0,0.43,1.0,,,False,False,True
3344,M,30.0,M,B,0.0,5500.0,3,0.0,1.0,0.43,1.0,0.0,0.0,False,False,False
3345,M,64.0,M,B,0.0,1000.0,3,3.0,5.0,0.43,1.0,4.0,0.0,False,False,True
3346,F,36.0,F,B,1.0,,1,2.0,10.0,0.43,1.0,4.0,0.0,True,True,True
3347,S,23.0,M,B,0.0,,1,2.0,2.0,0.43,1.0,4.0,0.0,True,True,True
3348,M,28.0,F,B,,0.0,4,0.0,3.0,0.43,1.0,4.0,0.0,False,False,True
3349,S,40.0,M,B,0.0,1500.0,2,7.0,8.0,0.43,1.0,4.0,0.0,False,False,True
3350,M,21.0,M,B,0.0,5000.0,3,0.0,2.0,0.43,1.0,0.0,0.0,False,False,False
3351,M,43.0,M,B,1.0,,1,8.0,9.0,0.45,0.0,1.0,6.0,True,True,False
3352,M,32.0,M,W,1.0,2500.0,2,0.0,2.0,0.45,1.0,4.0,0.0,False,False,True
3353,M,44.0,M,,0.0,0.0,4,0.0,0.0,0.45,1.0,0.0,0.0,False,False,False
3354,M,26.0,M,W,,1500.0,2,0.0,0.0,0.45,1.0,4.0,0.0,False,False,True
3355,F,25.0,M,B,,2500.0,3,0.0,2.0,0.45,1.0,4.0,0.0,False,False,True
3356,S,18.0,M,B,1.0,250.0,3,0.0,0.0,0.45,1.0,4.0,0.0,False,False,True
3357,S,19.0,M,B,0.0,1000.0,3,0.0,0.0,0.45,1.0,4.0,0.0,False,False,True
3358,F,20.0,M,W,1.0,2500.0,2,1.0,2.0,0.45,1.0,2.0,120.0,False,False,False
3359,M,37.0,M,B,0.0,2000.0,2,2.0,3.0,0.45,1.0,0.0,0.0,False,False,False
3360,M,54.0,M,W,0.0,0.0,4,0.0,2.0,0.48,1.0,0.0,0.0,False,False,False
3361,F,28.0,F,W,1.0,,1,1.0,8.0,0.48,0.0,1.0,120.0,True,True,False
3362,F,19.0,F,W,1.0,1500.0,2,0.0,5.0,0.48,1.0,0.0,3.0,False,False,False
3363,F,20.0,F,W,1.0,5000.0,3,0.0,0.0,0.5,1.0,1.0,36.0,False,False,False
3364,M,26.0,F,W,1.0,1500.0,2,0.0,1.0,0.5,0.0,1.0,6.0,False,False,False
3365,F,56.0,M,B,0.0,2500.0,2,0.0,5.0,0.43,1.0,0.0,12.0,False,False,False
3366,M,29.0,F,B,1.0,5000.0,3,0.0,2.0,0.43,1.0,0.0,0.0,False,False,False
3367,F,31.0,M,B,,,1,1.0,0.0,0.43,1.0,,,True,True,True
3368,F,59.0,M,W,0.0,5000.0,3,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
3369,F,19.0,M,B,0.0,4000.0,2,0.0,0.0,0.43,1.0,1.0,120.0,False,False,False
3370,F,34.0,M,W,0.0,,1,2.0,0.0,0.43,1.0,4.0,0.0,True,True,True
3371,S,31.0,M,B,,1000.0,3,0.0,6.0,0.43,1.0,4.0,0.0,False,False,True
3372,S,55.0,F,W,1.0,,1,0.0,1.0,0.43,1.0,4.0,0.0,True,True,True
3373,M,30.0,M,B,1.0,2500.0,3,0.0,0.0,0.43,1.0,1.0,6.0,False,False,False
3374,F,55.0,M,B,1.0,3500.0,2,9.0,4.0,0.43,1.0,1.0,12.0,False,False,False
3375,M,35.0,F,B,1.0,2500.0,3,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
3376,F,31.0,F,W,1.0,,1,4.0,12.0,0.43,0.0,2.0,120.0,True,True,False
3377,F,22.0,M,B,0.0,,1,2.0,4.0,0.43,1.0,1.0,55.0,True,True,False
3378,M,32.0,M,B,0.0,,1,6.0,12.0,0.49,1.0,1.0,12.0,True,True,False
3379,M,29.0,M,B,0.0,5000.0,2,0.0,1.0,0.49,1.0,4.0,0.0,False,False,True
3380,F,30.0,M,B,1.0,,1,9.0,4.0,0.49,0.0,2.0,22.0,True,True,False
3381,F,26.0,M,B,1.0,,1,5.0,0.0,0.49,0.0,2.0,300.0,True,True,False
3382,M,58.0,M,B,0.0,0.0,4,6.0,7.0,0.49,1.0,0.0,0.0,False,False,False
3383,M,31.0,M,W,1.0,2000.0,2,4.0,4.0,0.49,0.0,1.0,2.0,False,False,False
3384,F,19.0,F,B,1.0,,1,0.0,0.0,0.49,1.0,1.0,12.0,True,True,False
3385,F,18.0,M,B,1.0,,1,0.0,0.0,0.49,1.0,1.0,24.0,True,True,False
3386,F,32.0,M,B,,2000.0,3,0.0,1.0,0.49,1.0,4.0,0.0,False,False,True
3387,F,20.0,F,B,0.0,1500.0,2,0.0,0.0,0.49,1.0,0.0,24.0,False,False,False
3388,M,18.0,M,B,1.0,1500.0,3,0.0,0.0,0.49,1.0,4.0,0.0,False,False,True
3389,M,35.0,F,B,1.0,1000.0,2,4.0,3.0,0.49,1.0,4.0,0.0,False,False,True
3390,M,24.0,F,W,1.0,1000.0,2,0.0,5.0,0.49,1.0,4.0,0.0,False,False,True
3391,F,28.0,F,W,0.0,,1,0.0,2.0,0.49,0.0,4.0,0.0,True,True,True
3392,F,34.0,M,B,0.0,,1,4.0,1.0,0.49,0.0,4.0,0.0,True,True,True
3393,F,19.0,M,W,1.0,,1,0.0,0.0,0.49,1.0,1.0,12.0,True,True,False
3394,F,25.0,M,B,1.0,,1,5.0,12.0,0.49,0.0,2.0,35.3285420944559,True,True,False
3395,M,59.0,M,W,,1500.0,2,0.0,3.0,0.49,,,,False,False,True
3396,M,36.0,M,W,0.0,0.0,4,0.0,0.0,0.5,1.0,0.0,0.0,False,False,False
3397,M,59.0,M,W,1.0,1500.0,2,3.0,8.0,0.5,1.0,0.0,12.0,False,False,False
3398,F,44.0,F,W,1.0,,1,3.0,3.0,0.5,1.0,1.0,0.985626283367556,True,True,False
3399,M,50.0,M,B,1.0,,1,2.0,28.0,0.5,0.0,4.0,0.0,True,True,True
3400,M,49.0,F,W,0.0,0.0,4,0.0,4.0,0.5,1.0,0.0,0.0,False,False,False
3401,M,38.0,F,B,1.0,,1,1.0,1.0,0.42,1.0,4.0,0.0,True,True,True
3402,F,20.0,M,B,1.0,20000.0,3,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
3403,S,34.0,M,B,1.0,,1,2.0,4.0,0.42,0.0,4.0,0.0,True,True,True
